repo,id,text,repo_level,symptom_cate,entity_layer,root_cause,root_cause_sub
ExtendRealityLtd/VRTK,963,fix(SnapDropZone): prevent highlight turning off when set to always on | There was an issue where if 2 snap drop zones were next to each otherand highlighting always on was selected that when an object was droppedinto one of the snap drop zones the highlighter would turn off on theother snap drop zone.,C4,SD,L3,ICFM,Scope Mismatch
ExtendRealityLtd/VRTK,972,"fix(Climbing): scaled throw from climb | When the play area is scaled, throwing yourself from ahand hold resulted in a double scaled velocity. It wasbeing applied in VRTK_PlayerClimb as well as when transformingthe vector to world space in BodyPhysics. This fix removes thescale from happening in BodyPhysics, thus keeping the inputparameter as a world space input, and changing the valueinstead in PlayerClimb (to world space orientation) beforepassing the velocity along.",C4,SD,L1,GCE,Incorrect Calculation
ExtendRealityLtd/VRTK,973,"fix(EventSystem): screen space overlay desktop camera (again) | There's an issue where a ""Screen Space - Overlay"" camera doesn'tregister any mouse input. The problem (this time) is that`VRTK_EventSystem.SetEventSystemOfBaseInputModulesTo` is called tooearly and therefore never changes the event system reference for some ofthe existing input modules.The fix is to run `VRTK_EventSystem.SetEventSystemOfBaseInputModulesTo`after a frame has passed by making it a coroutine.",C4,IC,L1,ICFM,Pipeline Misordering
ExtendRealityLtd/VRTK,978,fix(UICanvas): unusable in Unity 5.6 | The UI Canvas creates a child game object to enable drag and drop of UIelements on the canvas. That child object is a UI object so it getsadded a `RectTransform`. A `RectTransform` is inheriting from`Transform` which means Unity does some stuff to the child object toswitch to that new transform. In Unity 5.6 this switching changedsomehow so the current implementation results in the parent of thecanvas' game object getting disabled.The fix is to add the `Rec,C4,AF,L3,RLM,Improper Initialization
ExtendRealityLtd/VRTK,985,"Room Extender Editor Gizmo no longer works | Open `028_CameraRig_RoomExtender`It is supposed to show a gizmo for the play area extended size.However, it cannot get the playArea object to know how to draw the gizmo.@bddckr is this due to a change with the SDKManager work?",C4,IC,L3,IIV,
ExtendRealityLtd/VRTK,995,"fix(UICanvas): ghost in layout group | The draggable helper game object the UI Canvas uses interferes with thelayout system and shows up as an empty ""ghost"" object when used inconjunction with a layout group. The fix is to add a `LayoutElement` andsetting `ignoreLayout` to true so the layout system ignores that elementcompletely.This fix resolves #925.",C4,RA,L3,UPF,
ExtendRealityLtd/VRTK,1113,"Controller Tooltip Lines Point to the Wrong Place | ### Environment * Github build (from 1-2 days ago) * Unity 5.6.0f3 * Vive * SteamVR SDK, latest### Steps to reproduceOpen the Controller Tooltips example. Either use it with your Vive, or force model override for Vive Controller 1.5 with Tooltips.### Expected behaviorTooltips should point to the correct locations on the Vive wand.### Current behaviorOnly the trigger seems to be accurate. All other tooltip lines point to the wrong place -- proba",C4,SD,L3,ICFM,Scope Mismatch
ExtendRealityLtd/VRTK,1117,"fix(UIPointer): ensure pointer events are cleaned with invalid state - fixes #1110 | The VR Input Model was not cleaning up the pointer event data oninvalid element states, meaning if a canvas was disabled during aUI action then the pointer event data would be incorrect and wouldcause issues.",C4,SD,L1,RLM,Improper Shutdown
ExtendRealityLtd/VRTK,1173,fix(Tooltips): initialise tips when controller is enabled - fixes #1158 | The Controller Tooltips would attempt to initialise the tips everyframe in an Update loop until they were correctly initialised.This would cause an issue if the controller elements were not availableas the Initialise method would run every Update.The fix now only initialises the tips when the controller enabled eventis thrown which is a more appropriate time to set the tooltips up.Another fix was added that prevented the t,C4,AF,L3,RLM,Improper Shutdown
ExtendRealityLtd/VRTK,1178,fix(setupWindow): increase window height | Increase window height so everything fits inside.,C4,SD,L3,GCE,Incorrect Calculation
ExtendRealityLtd/VRTK,1202,VRTK Tooltips for Oculus SDK not pointing to the right controller | Step to reproduce download Oculus SDK and Avatar SDK and open up VRTK tooltips 029.![capture](https://cloud.githubusercontent.com/assets/28529481/26048445/c182b42e-3989-11e7-919c-5a2773f6b2d0.PNG)  > **NOTE:** Any issue that does not follow the below template will be immediately closed and not re-opened until the template structure is adhered to.### Precheck * Do not use the issues tracker for help or support (try VRTK Slack cha,C4,SD,L1,IIV,
ExtendRealityLtd/VRTK,1230,VRTK_BodyPhysics Generates Physics Response Upon Colliding with Trigger Colliders | ### Environment * Source of VRTK (Github) * Commit cf63d2b5bd173931900b6dc3b89aba5684f09247 * Unity 5.6.1p1 * Vive) * SDK used (e.g. OpenVR/SteamVR/Oculus Utilities)### Steps to reproduce1. Create a basic default VRTK scene.2. Add a trigger collider to the scene.3. Move into the trigger collider.### Expected behaviorVRTK_BodyPhysics does not generate a physics response when the player object collides with a colli,C4,IC,L4,IIV,
ExtendRealityLtd/VRTK,1259,Player able to walk through doors using trackpad movement | ### Environment * Source of VRTK (Unity Asset Store or **Github**)Github * Version of VRTK (Unity Asset Store/Github release number) (Github master commit hash)Commit: 94914f07c9a5098ff6a477df03f3e3c8ef8c917c [94914f0] (Latest Master Release) * Version of Unity3D (e.g. Unity 5.4.4f1)5.5.0f3 * Hardware used (e.g. Vive/Oculus)Vive * SDK used (e.g. OpenVR/SteamVR/Oculus Utilities)SteamVR### Steps to reproduce * Open example scene `025_Cont,C4,IC,L4,ICFM,Pipeline Misordering
ExtendRealityLtd/VRTK,1265,"fix(Pointers): ensure object interactor is set by global scale - fixes #1162 | The pointer object interactor that becomes an extension of thecontroller but tracks the scale of the actual pointer cursor.This would cause an issue when the camera rig was scaled, theobject interactor would change size along with the camera rigand no longer match the scale of the pointer cursor.This fix uses the global scale of the pointer cursor to set theglobal scale of the object interactor so the scales continuet",C4,SD,L1,GCE,Incorrect Calculation
ExtendRealityLtd/VRTK,1278,"VRTK_OutlineObjectCopyHighlighter creates outline mesh that does not inherit shadow settings | ### EnvironmentVRTK v3.1.0 from Github, Change 6ad2a6eUnity v5.5.1f1Vive / Oculus### Steps to reproduceCreate hollow object, put a point light inside. Create a room around the object.On the hollow object, set the mesh renderer 'cast shadows' to 'off'Apply VRTK_OutlineObjectCopyHighlighter (and applicable touch requirements to highlight)Room is lit as long as the highlighter is not active. Checking mesh",C4,AF,L4,RLM,Improper Operation
ExtendRealityLtd/VRTK,1307,"DestinationPoint doesn't disappear | Destination points doens't disapper anymore when teleporting to them after pointer activation button is changed from 'Touchpad press' to 'Touchpad touch'. * Source of VRTK: GitHub * Version of VRTK: eb55971012b6b4d550105b04f02c4f4340bcba60 * Version of Unity3D: 5.6.1f1 * Hardware used: Oculus * SDK used: SteamVR### Steps to reproduce1. Open Example scene 44.2. On 'VRTK_Pointer' script that is attached to 'RightController' game object, change 'Activation butto",C4,IC,L1,RLM,Improper Operation
ExtendRealityLtd/VRTK,1330,"VRTK_SDK Manager/SDKSetupSwitcher - Simulator loaded first - Causes issues with SteamVR and grabbed objects | ### Environment * Github * 3.2.0 and 7490bea* SteamVR version 1.2.1 and 1.2.2 * Unity 5.6.1f1 * Simulator and Vive * Simulator and then switched to SteamVR using SDKSetupSwitcher### Steps to reproduce1) Load up example scene 008 (or any scene that has a grabbable object and the SDKSetupSwitcher)2) In the SDK Manager, move the Simulator rig to the top position so it loads first3) After st",C4,IC,L1,ICFM,Scope Mismatch
ExtendRealityLtd/VRTK,1352,fix(CustomRaycast): set default raycast layer mask to correct setting | There was an issue where the CustomRaycast default raycast layer maskwas set to a blank LayerMask which meant all raycasts that were notcustom were not ignoring the default `Ignore Raycasts` layer.This caused a number of issues such as pointers colliding with thepointer cursor collider as it was set to the ignore raycast layerbut the raycast from the pointer wasn't being set to ignoreraycasts.The fix is to ensure the default,C4,SD,L1,GCE,Incorrect Calculation
ExtendRealityLtd/VRTK,1357,"GetObjectCenter in VRTK_BaseObjectControlAction returns wrong center | ### EnvironmentVRTK Version 3.2.0 from Unity Asset StoreUnity Version 5.6.1p1Vive and Oculus Rift### Steps to reproduceLoad Example 017_CameraRig_TouchpadWalking, remove Bodyphysics from Playarea, get a Nullpointer in GetObjectCenter.In function GetObjectCenter in RotateAroundPlayer it tries to get a CapsuleCollider from the first children, but the VR-Controllers are also Childrens of this. The Vive Controllers uses a Capsule",C4,RS,L4,TDI,
ExtendRealityLtd/VRTK,1362,"ScaleObjectInteractor method shrinks controller gameObject | ### Environment * Source of VRTK: Github * Version of VRTK: 3.1.0 * Version of Unity3D: Unity 2017.1.0f3 * Hardware used: Oculus * SDK used: SteamVR### Steps to reproduceAttempt to recreate the issue in a VRTK example scene and provide steps to reproduce in a clear text step by step list. Include code samples, errors and stacktraces if appropriate. * Open Example Scene 030_Controls_RadialTouchpadMenu * Add VRTK_Pointer & VRTK_Straight ",C4,SD,L3,IIV,
