repo,id,symptom_annotator_1,symptom_annotator_2,symptom_annotator_3,symptom_annotator_4,symptom_annotator_5,symptom_final,rootcause_annotator_1,rootcause_annotator_2,rootcause_annotator_3,rootcause_annotator_4,rootcause_annotator_5,rootcause_final,entity_annotator_1,entity_annotator_2,entity_annotator_3,entity_annotator_4,entity_annotator_5,entity_final
aframevr/aframe,2808,AF,AF,AF,AF,AF,AF,ICFM,ICFM,RLM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe,2811,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L4,L1,L1,L1
aframevr/aframe,2829,RA,IC,IC,IC,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
aframevr/aframe,2879,IC,IC,IC,IC,IC,IC,RLM,TDI,RLM,RLM,UPF,RLM,L1,L1,L1,L1,L1,L1
aframevr/aframe,2906,RA,RA,RA,RA,RS,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
aframevr/aframe,2930,AF,AF,AF,AF,AF,AF,IAC,IAC,RLM,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
aframevr/aframe,2965,SD,VF,SD,SD,SD,SD,GCE,GCE,GCE,IIV,GCE,GCE,L3,L1,L1,L1,L1,L1
aframevr/aframe,2993,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,TDI,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe,3019,IC,IC,IC,IC,IC,IC,IIV,ICFM,ICFM,ICFM,IIV,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,3025,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
aframevr/aframe,3046,SD,SD,SD,SD,SD,SD,RLM,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
aframevr/aframe,3051,SD,SD,SD,SD,SD,SD,TDI,IIV,TDI,ICFM,TDI,TDI,L5,L5,L5,L5,L5,L5
aframevr/aframe,3103,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L1,L1,L5,L1,L1,L1
aframevr/aframe,3118,VF,VF,VF,VF,VF,VF,IAC,IAC,IAC,IAC,IAC,IAC,L5,L5,L5,L5,L5,L5
aframevr/aframe,3124,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,3143,SD,VF,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,3149,RA,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,3160,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,TDI,IAC,IAC,L5,L5,L4,L5,L4,L5
aframevr/aframe,3179,AF,RS,AF,AF,AF,AF,IAC,UPF,GCE,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
aframevr/aframe,3250,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,TDI,RLM,RLM,L1,L1,L1,L1,L2,L1
aframevr/aframe,3282,SD,SD,SD,AF,SD,SD,ICFM,TDI,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,3315,SD,SD,SD,SD,SD,SD,UPF,UPF,GCE,UPF,UPF,UPF,L3,L3,L5,L5,L5,L5
aframevr/aframe,3376,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,3428,AF,AF,AF,AF,AF,AF,RLM,GCE,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
aframevr/aframe,3444,AF,AF,RA,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
aframevr/aframe,3483,SD,IC,IC,AF,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,3525,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L1,L5,L5,L5,L5
aframevr/aframe,3557,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L4,L4,L4,L3,L4,L4
aframevr/aframe,3574,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,3577,VF,VF,RA,VF,VF,VF,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L2,L5,L5,L5
aframevr/aframe,3592,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,UPF,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,3608,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,3655,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe,3728,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,IIV,IIV,IIV,L2,L2,L2,L2,L2,L2
aframevr/aframe,3735,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L4,L4,L4,L4,L4
aframevr/aframe,3830,RA,RA,RA,RA,RA,RA,GCE,GCE,TDI,GCE,GCE,GCE,L5,L5,L2,L5,L5,L5
aframevr/aframe,3865,VF,VF,VF,RS,VF,VF,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
aframevr/aframe,3869,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L4,L1,L4,L1
aframevr/aframe,3904,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,3930,SD,SD,SD,SD,SD,SD,TDI,TDI,TDI,TDI,GCE,TDI,L4,L4,L4,L4,L4,L4
aframevr/aframe,3942,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,3947,RS,RS,RS,RS,RS,RS,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
aframevr/aframe,4013,IC,IC,RA,IC,IC,IC,IAC,IIV,IAC,IAC,TDI,IAC,L1,L1,L3,L1,L1,L1
aframevr/aframe,4027,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,ICFM,RLM,RLM,L4,L4,L4,L4,L4,L4
aframevr/aframe,4039,AF,AF,AF,AF,AF,AF,ICFM,ICFM,IAC,GCE,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,4099,VF,VF,SD,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,4101,IC,RA,IC,AF,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L5,L4,L4,L4
aframevr/aframe,4142,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,4148,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,4169,RS,RS,RS,RS,RS,RS,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
aframevr/aframe,4199,IC,IC,IC,IC,IC,IC,ICFM,IAC,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,4232,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,4243,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe,4249,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,4301,RS,RS,RS,RS,RS,RS,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,4321,RS,RS,RS,RA,RS,RS,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L2,L1
aframevr/aframe,4344,IC,IC,IC,IC,IC,IC,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
aframevr/aframe,4355,VF,VF,VF,VF,VF,VF,IAC,ICFM,IAC,ICFM,IAC,IAC,L5,L5,L5,L3,L3,L5
aframevr/aframe,4358,SD,SD,SD,SD,SD,SD,GCE,ICFM,ICFM,UPF,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,4365,RS,RS,RS,RS,RS,RS,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
aframevr/aframe,4370,IC,IC,IC,AF,IC,IC,ICFM,ICFM,ICFM,RLM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,4371,RS,RS,RS,RS,RS,RS,RLM,RLM,RLM,RLM,RLM,RLM,L4,L1,L4,L4,L4,L4
aframevr/aframe,4380,RS,RS,RS,RS,RS,RS,IAC,IAC,IAC,IAC,IAC,IAC,L5,L5,L5,L5,L5,L5
aframevr/aframe,4383,SD,SD,SD,SD,SD,SD,ICFM,ICFM,IIV,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe,4387,VF,VF,VF,VF,VF,VF,TDI,TDI,GCE,TDI,TDI,TDI,L5,L5,L1,L5,L5,L5
aframevr/aframe,4388,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L2,L2,L2,L2,L2,L2
aframevr/aframe,4405,VF,VF,VF,VF,VF,VF,IIV,IAC,IAC,IAC,IAC,IAC,L2,L2,L2,L2,L2,L2
aframevr/aframe,4472,IC,IC,IC,IC,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
aframevr/aframe,4494,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,4516,RS,SD,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
aframevr/aframe,4521,VF,VF,VF,VF,VF,VF,IAC,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
aframevr/aframe,4540,IC,IC,IC,IC,IC,IC,IIV,IIV,ICFM,ICFM,UPF,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,4554,IC,IC,IC,IC,SD,IC,TDI,TDI,ICFM,TDI,TDI,TDI,L1,L3,L1,L1,L1,L1
aframevr/aframe,4617,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,4689,IC,IC,IC,IC,IC,IC,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
aframevr/aframe,4740,IC,IC,IC,IC,IC,IC,ICFM,ICFM,GCE,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,4743,IC,IC,IC,IC,AF,IC,TDI,UPF,GCE,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
aframevr/aframe,4766,VF,VF,VF,VF,VF,VF,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
aframevr/aframe,4818,VF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
aframevr/aframe,4882,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
aframevr/aframe,4885,IC,IC,IC,IC,IC,IC,ICFM,ICFM,IIV,GCE,ICFM,ICFM,L5,L5,L5,L2,L5,L5
aframevr/aframe,4911,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L5,L2,L5,L5,L5,L5
aframevr/aframe,4916,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
aframevr/aframe,4927,SD,VF,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
aframevr/aframe,4931,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe,4935,IC,RA,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,4967,RS,RS,RS,RS,RS,RS,ICFM,ICFM,RLM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,4978,SD,SD,SD,SD,SD,SD,ICFM,ICFM,RLM,ICFM,ICFM,ICFM,L1,L5,L1,L1,L1,L1
aframevr/aframe,4989,AF,IC,VF,AF,AF,AF,RLM,RLM,RLM,GCE,RLM,RLM,L4,L4,L4,L4,L4,L4
aframevr/aframe,5023,RS,RS,RS,RS,RS,RS,GCE,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,5098,SD,SD,RS,SD,SD,SD,ICFM,ICFM,ICFM,IAC,ICFM,ICFM,L1,L4,L4,L4,L4,L4
aframevr/aframe,5158,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L1,L3,L3,L3
aframevr/aframe,5185,SD,SD,SD,SD,SD,SD,TDI,TDI,TDI,TDI,TDI,TDI,L2,L2,L2,L2,L2,L2
aframevr/aframe,5203,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L2,L4
aframevr/aframe,5230,RA,RA,RA,RA,RA,RA,UPF,UPF,UPF,UPF,UPF,UPF,L4,L4,L4,L1,L4,L4
aframevr/aframe,5268,IC,IC,IC,IC,IC,IC,ICFM,UPF,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,5300,SD,RA,RA,RA,RA,RA,ICFM,ICFM,IAC,RLM,ICFM,ICFM,L2,L2,L2,L4,L2,L2
aframevr/aframe,5315,IC,IC,IC,IC,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
aframevr/aframe,5316,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L2,L2,L2,L2,L2,L2
aframevr/aframe,5380,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L5,L1,L1,L1,L1,L1
aframevr/aframe,5385,RS,RS,SD,RS,RS,RS,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
aframevr/aframe,5415,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,5438,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L2,L2,L5,L2,L2,L2
aframevr/aframe,5504,IC,IC,IC,IC,IC,IC,IIV,IIV,TDI,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe,5602,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
aframevr/aframe,5603,IC,IC,IC,IC,IC,IC,TDI,TDI,TDI,TDI,TDI,TDI,L1,L1,L1,L1,L1,L1
aframevr/aframe,5614,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
aframevr/aframe,5625,RS,RS,RS,RS,RS,RS,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
aframevr/aframe,5680,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
aframevr/aframe,5682,AF,AF,AF,SD,RA,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,5706,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L5,L4,L4
aframevr/aframe,5709,VF,VF,IC,VF,VF,VF,IAC,IAC,IAC,IAC,IAC,IAC,L5,L5,L5,L5,L5,L5
aframevr/aframe,5720,IC,IC,IC,RA,VF,IC,IAC,IAC,IAC,IAC,IAC,IAC,L3,L5,L3,L3,L3,L3
aframevr/aframe-inspector,10,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,32,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,42,IC,IC,IC,IC,IC,IC,TDI,IIV,IIV,RLM,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,51,IC,IC,IC,IC,IC,IC,IIV,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L5,L4,L4,L4,L4
aframevr/aframe-inspector,66,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L1,L1,L1,L1,L1
aframevr/aframe-inspector,89,IC,AF,IC,IC,IC,IC,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,104,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,IIV,UPF,L3,L1,L3,L3,L2,L3
aframevr/aframe-inspector,121,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L2,L3,L3,L3
aframevr/aframe-inspector,123,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,134,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,ICFM,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,180,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
aframevr/aframe-inspector,188,AF,AF,IC,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,191,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,199,SD,SD,SD,SD,SD,SD,IAC,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
aframevr/aframe-inspector,219,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,220,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,230,RA,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,235,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,243,SD,SD,SD,SD,SD,SD,RLM,UPF,RLM,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,245,AF,AF,AF,IC,SD,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,251,RS,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,273,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,274,VF,VF,VF,VF,VF,VF,IAC,ICFM,IAC,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe-inspector,275,SD,SD,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,304,IC,IC,IC,IC,IC,IC,RLM,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,312,IC,IC,IC,IC,IC,IC,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,320,SD,SD,SD,SD,AF,SD,TDI,TDI,TDI,TDI,TDI,TDI,L1,L1,L1,L1,L1,L1
aframevr/aframe-inspector,321,SD,SD,SD,RA,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
aframevr/aframe-inspector,344,RA,RA,AF,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,353,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L5,L3
aframevr/aframe-inspector,356,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,389,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L4,L3,L3,L3,L3
aframevr/aframe-inspector,390,IC,IC,IC,IC,IC,IC,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,414,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,425,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L5,L4
aframevr/aframe-inspector,427,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,447,SD,SD,SD,SD,SD,SD,RLM,GCE,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,458,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IAC,IIV,L5,L1,L1,L1,L1,L1
aframevr/aframe-inspector,461,SD,RS,SD,IC,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe-inspector,481,AF,AF,AF,AF,AF,AF,IIV,UPF,ICFM,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,525,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,544,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,578,IC,IC,IC,IC,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L1,L3,L3,L3,L3,L3
aframevr/aframe-inspector,640,AF,AF,AF,AF,AF,AF,TDI,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L1,L3
aframevr/aframe-inspector,648,IC,IC,IC,IC,IC,IC,RLM,RLM,RLM,IAC,RLM,RLM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,649,SD,SD,RS,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe-inspector,664,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,RLM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,667,AF,AF,AF,AF,AF,AF,UPF,UPF,IAC,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,669,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,680,VF,IC,VF,VF,VF,VF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,720,RA,RA,RA,RA,RA,RA,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
aframevr/aframe-inspector,724,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,725,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,738,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L4,L5
aframevr/aframe-inspector,757,RS,RS,RS,RS,RS,RS,ICFM,ICFM,ICFM,GCE,ICFM,ICFM,L5,L1,L5,L5,L5,L5
aframevr/aframe-inspector,760,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L3,L5
aframevr/aframe-inspector,767,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L3,L4
aframevr/aframe-inspector,770,AF,AF,AF,AF,AF,AF,TDI,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,775,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,783,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,787,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L5,L3,L3
aframevr/aframe-inspector,788,RA,RA,RA,RA,RA,RA,IIV,ICFM,IIV,IIV,TDI,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,789,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L5,L5,L5,L5
aframevr/aframe-inspector,791,AF,AF,AF,AF,AF,AF,TDI,UPF,UPF,IAC,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,794,AF,AF,AF,AF,AF,AF,IAC,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,801,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
aframevr/aframe-inspector,811,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
aframevr/aframe-inspector,816,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe-inspector,820,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L3,L5,L2,L5,L5
albrt-vr/OpenVR.ALBRT.overlay,1,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
